program_code,program_name,requirement_group_id,requirement_type,group_label,n_required,course_id
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G03,ANY_OF,Two of the following courses:,2.0,SPEA-H124
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G03,ANY_OF,Two of the following courses:,2.0,SPEA-H466
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G04,POOL,List 1: The following nine courses.,,SPEA-H324
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G04,POOL,List 1: The following nine courses.,,SPEA-H124
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G04,POOL,List 1: The following nine courses.,,SPEA-H341
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G04,POOL,List 1: The following nine courses.,,SPEA-H352
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G04,POOL,List 1: The following nine courses.,,SPEA-H353
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G04,POOL,List 1: The following nine courses.,,SPEA-H354
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G04,POOL,List 1: The following nine courses.,,ECON-E251
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G04,POOL,List 1: The following nine courses.,,ECON-B251
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G04,POOL,List 1: The following nine courses.,,SPEA-H365
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G04,POOL,List 1: The following nine courses.,,SPEA-H374
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G04,POOL,List 1: The following nine courses.,,SPEA-H401
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G04,POOL,List 1: The following nine courses.,,SPEA-H350
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G04,POOL,List 1: The following nine courses.,,SPEA-H456
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G05,ANY_OF,List 2: One of the following courses.,1.0,SPEA-V348
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G05,ANY_OF,List 2: One of the following courses.,1.0,MATH-M025
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G05,ANY_OF,List 2: One of the following courses.,1.0,MATH-M118
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G05,ANY_OF,List 2: One of the following courses.,1.0,SPEA-V370
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G05,ANY_OF,List 2: One of the following courses.,1.0,SPEA-K300
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G05,ANY_OF,List 2: One of the following courses.,1.0,SPEA-V379
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G05,ANY_OF,List 2: One of the following courses.,1.0,SPEA-V415
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G06,ANY_OF,List 3: One of the following courses.,1.0,SPEA-H402
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G06,ANY_OF,List 3: One of the following courses.,1.0,SPEA-H124
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G06,ANY_OF,List 3: One of the following courses.,1.0,SPEA-H403
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G06,ANY_OF,List 3: One of the following courses.,1.0,SPEA-H411
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-E324
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-H402
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-H124
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-H403
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-H411
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-H432
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-H455
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-V275
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-V348
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,MATH-M025
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,MATH-M118
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-V370
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-K300
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-V373
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-V378
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-V379
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-V409
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-V415
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-V432
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-V450
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-V482
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-V491
ONEILL-HEALTHCAREMANAGEMENT,Healthcare Management and Policy (B.S.),ONEILL-HEALTHCAREMANAGEMENT-G07,ANY_OF,List 4: Five of the following courses.,5.0,SPEA-V499
ONEILL-PUBLICAFFAIRSCORE,Public Affairs Core,ONEILL-PUBLICAFFAIRSCORE-G01,POOL,Unlabeled list,,SPEA-E183
ONEILL-PUBLICAFFAIRSCORE,Public Affairs Core,ONEILL-PUBLICAFFAIRSCORE-G01,POOL,Unlabeled list,,SPEA-V181
ONEILL-PUBLICAFFAIRSCORE,Public Affairs Core,ONEILL-PUBLICAFFAIRSCORE-G01,POOL,Unlabeled list,,SPEA-V182
ONEILL-PUBLICAFFAIRSCORE,Public Affairs Core,ONEILL-PUBLICAFFAIRSCORE-G01,POOL,Unlabeled list,,SPEA-V184
ONEILL-PUBLICAFFAIRSCORE,Public Affairs Core,ONEILL-PUBLICAFFAIRSCORE-G01,POOL,Unlabeled list,,SPEA-V185
ONEILL-PUBLICAFFAIRSCORE,Public Affairs Core,ONEILL-PUBLICAFFAIRSCORE-G01,POOL,Unlabeled list,,SPEA-V186
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G01,POOL,Unlabeled list,,SPEA-E272
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G01,POOL,Unlabeled list,,SPEA-E183
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G01,POOL,Unlabeled list,,SPEA-E332
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G01,POOL,Unlabeled list,,SPEA-E340
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G01,POOL,Unlabeled list,,SPEA-E363
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G01,POOL,Unlabeled list,,SPEA-E476
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G01,POOL,Unlabeled list,,SPEA-V424
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G01,POOL,Unlabeled list,,SPEA-V236
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G02,ANY_OF,One of the following three courses:,1.0,SPEA-E311
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G02,ANY_OF,One of the following three courses:,1.0,SPEA-E410
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G02,ANY_OF,One of the following three courses:,1.0,SPEA-H316
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E311
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E324
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E410
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E412
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E451
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-H316
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V275
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V365
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V161
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V413
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V425
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V437
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V462
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E375
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E272
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E440
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E442
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E443
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E461
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E417
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E422
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E444
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E450
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E452
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E457
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E401
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E476
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V203
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V412
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V424
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E418
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E429
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V379
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V401
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V202
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V415
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V435
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V461
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V261
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V369
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,BUS-K201
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,CSCI-A110
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,INFO-I101
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V475
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V481
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E260
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E355
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E411
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E416
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E332
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E455
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,BIOL-L473
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E431
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E456
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E460
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E400
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-E482
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V378
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V409
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V450
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V482
ONEILL-ENVIRONMENTALMANAGEM,Environmental Management Major,ONEILL-ENVIRONMENTALMANAGEM-G03,ANY_OF,Six of the following courses in Environment Management:,6.0,SPEA-V499
ONEILL-HUMANRESOURCEMANAGEM,Human Resource Management Major,ONEILL-HUMANRESOURCEMANAGEM-G01,POOL,Unlabeled list,,SPEA-V202
ONEILL-HUMANRESOURCEMANAGEM,Human Resource Management Major,ONEILL-HUMANRESOURCEMANAGEM-G01,POOL,Unlabeled list,,ECON-E251
ONEILL-HUMANRESOURCEMANAGEM,Human Resource Management Major,ONEILL-HUMANRESOURCEMANAGEM-G01,POOL,Unlabeled list,,ECON-B251
ONEILL-HUMANRESOURCEMANAGEM,Human Resource Management Major,ONEILL-HUMANRESOURCEMANAGEM-G01,POOL,Unlabeled list,,SPEA-V236
ONEILL-HUMANRESOURCEMANAGEM,Human Resource Management Major,ONEILL-HUMANRESOURCEMANAGEM-G01,POOL,Unlabeled list,,SPEA-V246
