program_code,program_name,requirement_group_id,requirement_type,group_label,n_required,course_id
KELLEY-KELLEYICOREPREREQUISIT,Kelley iCore (Prerequisites),KELLEY-KELLEYICOREPREREQUISIT-G03,ANY_OF,"""Statistics for Business: Complete one of the following:ECON-E 370 Statistical Analysis for Business and Economics P: MATH-B 110 (or MATH-M 118 or equivalent)STAT-S 301: Applied Statistical Methods for Business P: MATH-B 110, MATH-M 119 or equivalent (or MATH-M 118 or equivalent)Accepted substitutes: ECON-S 370 (H), MATH-M 365, STAT-S 350(P: Varies by course)"",(3 credits),",1.0,ECON-B251
KELLEY-KELLEYICOREPREREQUISIT,Kelley iCore (Prerequisites),KELLEY-KELLEYICOREPREREQUISIT-G03,ANY_OF,"""Statistics for Business: Complete one of the following:ECON-E 370 Statistical Analysis for Business and Economics P: MATH-B 110 (or MATH-M 118 or equivalent)STAT-S 301: Applied Statistical Methods for Business P: MATH-B 110, MATH-M 119 or equivalent (or MATH-M 118 or equivalent)Accepted substitutes: ECON-S 370 (H), MATH-M 365, STAT-S 350(P: Varies by course)"",(3 credits),",1.0,BUS-D270
KELLEY-KELLEYICOREPREREQUISIT,Kelley iCore (Prerequisites),KELLEY-KELLEYICOREPREREQUISIT-G03,ANY_OF,"""Statistics for Business: Complete one of the following:ECON-E 370 Statistical Analysis for Business and Economics P: MATH-B 110 (or MATH-M 118 or equivalent)STAT-S 301: Applied Statistical Methods for Business P: MATH-B 110, MATH-M 119 or equivalent (or MATH-M 118 or equivalent)Accepted substitutes: ECON-S 370 (H), MATH-M 365, STAT-S 350(P: Varies by course)"",(3 credits),",1.0,ENG-W131
KELLEY-KELLEYICOREPREREQUISIT,Kelley iCore (Prerequisites),KELLEY-KELLEYICOREPREREQUISIT-G04,ANY_OF,"""Global Business Analysis or Immersion: Complete one of the following:BUS-D 271: Global Business Analysis P: BUS-D 270 with grade of C or higherNote: Students may choose a different Kelley School of Business (BUS) 271 course (e.g. BUS-W 271) if available.BUS-X 272: Global Business Immersion (3 credits)P: BUS-D 270 with grade of C or higher; an application is required to be a part of this course.See more information about theGlobal Business Immersionand application process.Any Kelley School of Business (BUS) 272 (course e.g., BUS-G 272, L272) fulfills this requirement."",(1.5 credits),",1.0,BUS-D271
KELLEY-KELLEYICOREPREREQUISIT,Kelley iCore (Prerequisites),KELLEY-KELLEYICOREPREREQUISIT-G04,ANY_OF,"""Global Business Analysis or Immersion: Complete one of the following:BUS-D 271: Global Business Analysis P: BUS-D 270 with grade of C or higherNote: Students may choose a different Kelley School of Business (BUS) 271 course (e.g. BUS-W 271) if available.BUS-X 272: Global Business Immersion (3 credits)P: BUS-D 270 with grade of C or higher; an application is required to be a part of this course.See more information about theGlobal Business Immersionand application process.Any Kelley School of Business (BUS) 272 (course e.g., BUS-G 272, L272) fulfills this requirement."",(1.5 credits),",1.0,BUS-D270
KELLEY-KELLEYICOREPREREQUISIT,Kelley iCore (Prerequisites),KELLEY-KELLEYICOREPREREQUISIT-G04,ANY_OF,"""Global Business Analysis or Immersion: Complete one of the following:BUS-D 271: Global Business Analysis P: BUS-D 270 with grade of C or higherNote: Students may choose a different Kelley School of Business (BUS) 271 course (e.g. BUS-W 271) if available.BUS-X 272: Global Business Immersion (3 credits)P: BUS-D 270 with grade of C or higher; an application is required to be a part of this course.See more information about theGlobal Business Immersionand application process.Any Kelley School of Business (BUS) 272 (course e.g., BUS-G 272, L272) fulfills this requirement."",(1.5 credits),",1.0,BUS-W271
KELLEY-KELLEYICOREPREREQUISIT,Kelley iCore (Prerequisites),KELLEY-KELLEYICOREPREREQUISIT-G04,ANY_OF,"""Global Business Analysis or Immersion: Complete one of the following:BUS-D 271: Global Business Analysis P: BUS-D 270 with grade of C or higherNote: Students may choose a different Kelley School of Business (BUS) 271 course (e.g. BUS-W 271) if available.BUS-X 272: Global Business Immersion (3 credits)P: BUS-D 270 with grade of C or higher; an application is required to be a part of this course.See more information about theGlobal Business Immersionand application process.Any Kelley School of Business (BUS) 272 (course e.g., BUS-G 272, L272) fulfills this requirement."",(1.5 credits),",1.0,BUS-X272
KELLEY-KELLEYICOREPREREQUISIT,Kelley iCore (Prerequisites),KELLEY-KELLEYICOREPREREQUISIT-G04,ANY_OF,"""Global Business Analysis or Immersion: Complete one of the following:BUS-D 271: Global Business Analysis P: BUS-D 270 with grade of C or higherNote: Students may choose a different Kelley School of Business (BUS) 271 course (e.g. BUS-W 271) if available.BUS-X 272: Global Business Immersion (3 credits)P: BUS-D 270 with grade of C or higher; an application is required to be a part of this course.See more information about theGlobal Business Immersionand application process.Any Kelley School of Business (BUS) 272 (course e.g., BUS-G 272, L272) fulfills this requirement."",(1.5 credits),",1.0,BUS-G272
KELLEY-KELLEYGENEDREQUIREMENT,Kelley GenEd Requirements,KELLEY-KELLEYGENEDREQUIREMENT-G01,POOL,gened list,,BUS-L201
KELLEY-KELLEYOTHERREQUIREDCOU,Kelley Other Required Courses,KELLEY-KELLEYOTHERREQUIREDCOU-G01,POOL,other_required list,,CON-B252
KELLEY-KELLEYOTHERREQUIREDCOU,Kelley Other Required Courses,KELLEY-KELLEYOTHERREQUIREDCOU-G01,POOL,other_required list,,ECON-B251
KELLEY-KELLEYOTHERREQUIREDCOU,Kelley Other Required Courses,KELLEY-KELLEYOTHERREQUIREDCOU-G01,POOL,other_required list,,BUS-L375
KELLEY-KELLEYOTHERREQUIREDCOU,Kelley Other Required Courses,KELLEY-KELLEYOTHERREQUIREDCOU-G01,POOL,other_required list,,BUS-L201
KELLEY-KELLEYOTHERREQUIREDCOU,Kelley Other Required Courses,KELLEY-KELLEYOTHERREQUIREDCOU-G01,POOL,other_required list,,BUS-J375
KELLEY-KELLEYOTHERREQUIREDCOU,Kelley Other Required Courses,KELLEY-KELLEYOTHERREQUIREDCOU-G01,POOL,other_required list,,BUS-Z370
KELLEY-KELLEYOTHERREQUIREDCOU,Kelley Other Required Courses,KELLEY-KELLEYOTHERREQUIREDCOU-G01,POOL,other_required list,,BUS-T375
KELLEY-KELLEYOTHERREQUIREDCOU,Kelley Other Required Courses,KELLEY-KELLEYOTHERREQUIREDCOU-G01,POOL,other_required list,,BUS-T275
KELLEY-KELLEYOTHERREQUIREDCOU,Kelley Other Required Courses,KELLEY-KELLEYOTHERREQUIREDCOU-G01,POOL,other_required list,,BUS-Z304
KELLEY-MAJORACCOUNTINGBUSA329,"Major,Accounting,BUS-A329,3 credits,) P: BUS-A 304/307 and BUS-A 306/309 with grades of C or higher,required",KELLEY-MAJORACCOUNTINGBUSA329-G01,POOL,program_core_electives list,,BUS-A424
KELLEY-MAJORACCOUNTINGBUSA329,"Major,Accounting,BUS-A329,3 credits,) P: BUS-A 304/307 and BUS-A 306/309 with grades of C or higher,required",KELLEY-MAJORACCOUNTINGBUSA329-G01,POOL,program_core_electives list,,BUS-A312
KELLEY-MAJORACCOUNTINGBUSA329,"Major,Accounting,BUS-A329,3 credits,) P: BUS-A 304/307 and BUS-A 306/309 with grades of C or higher,required",KELLEY-MAJORACCOUNTINGBUSA329-G01,POOL,program_core_electives list,,BUS-A337
KELLEY-MAJORACCOUNTINGBUSA329,"Major,Accounting,BUS-A329,3 credits,) P: BUS-A 304/307 and BUS-A 306/309 with grades of C or higher,required",KELLEY-MAJORACCOUNTINGBUSA329-G01,POOL,program_core_electives list,,BUS-K303
KELLEY-MAJORACCOUNTINGBUSA329,"Major,Accounting,BUS-A329,3 credits,) P: BUS-A 304/307 and BUS-A 306/309 with grades of C or higher,required",KELLEY-MAJORACCOUNTINGBUSA329-G01,POOL,program_core_electives list,,BUS-K304
KELLEY-MAJORACCOUNTINGBUSA329,"Major,Accounting,BUS-A329,3 credits,) P: BUS-A 304/307 and BUS-A 306/309 with grades of C or higher,required",KELLEY-MAJORACCOUNTINGBUSA329-G01,POOL,program_core_electives list,,BUS-S400
KELLEY-MAJORACCOUNTINGBUSA355,"Major,Accounting,BUS-A355,3 credits,) P: BUS-A 304/307 with grade of C or higher,elective",KELLEY-MAJORACCOUNTINGBUSA355-G01,POOL,program_core_electives list,,BUS-A420
KELLEY-MAJORACCOUNTINGBUSA355,"Major,Accounting,BUS-A355,3 credits,) P: BUS-A 304/307 with grade of C or higher,elective",KELLEY-MAJORACCOUNTINGBUSA355-G01,POOL,program_core_electives list,,BUS-A312
KELLEY-MAJORACCOUNTINGBUSA355,"Major,Accounting,BUS-A355,3 credits,) P: BUS-A 304/307 with grade of C or higher,elective",KELLEY-MAJORACCOUNTINGBUSA355-G01,POOL,program_core_electives list,,BUS-A422
KELLEY-MAJORECONOMICCONSULTIN,"Major,Economic Consulting,BUS-G345,3 credits,) P: ECON-B 251/S251 and ECON-B 252 with grades of C or higher,required",KELLEY-MAJORECONOMICCONSULTIN-G01,POOL,program_core_electives list,,BUS-G350
KELLEY-MAJORECONOMICCONSULTIN,"Major,Economic Consulting,BUS-G345,3 credits,) P: ECON-B 251/S251 and ECON-B 252 with grades of C or higher,required",KELLEY-MAJORECONOMICCONSULTIN-G01,POOL,program_core_electives list,,ECON-E370
KELLEY-MAJORECONOMICCONSULTIN,"Major,Economic Consulting,BUS-G345,3 credits,) P: ECON-B 251/S251 and ECON-B 252 with grades of C or higher,required",KELLEY-MAJORECONOMICCONSULTIN-G01,POOL,program_core_electives list,,ECON-S370
KELLEY-MAJORECONOMICCONSULTIN,"Major,Economic Consulting,BUS-G345,3 credits,) P: ECON-B 251/S251 and ECON-B 252 with grades of C or higher,required",KELLEY-MAJORECONOMICCONSULTIN-G01,POOL,program_core_electives list,,STAT-S350
KELLEY-MAJORECONOMICCONSULTIN,"Major,Economic Consulting,BUS-G345,3 credits,) P: ECON-B 251/S251 and ECON-B 252 with grades of C or higher,required",KELLEY-MAJORECONOMICCONSULTIN-G01,POOL,program_core_electives list,,STAT-S301
KELLEY-MAJORECONOMICCONSULTIN,"Major,Economic Consulting,BUS-G345,3 credits,) P: ECON-B 251/S251 and ECON-B 252 with grades of C or higher,required",KELLEY-MAJORECONOMICCONSULTIN-G01,POOL,program_core_electives list,,MATH-M365
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W212,3 credits,) P: None,required",KELLEY-MAJORENTREPRENEURSHIPA-G01,POOL,program_core_electives list,,BUS-W235
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W212,3 credits,) P: None,required",KELLEY-MAJORENTREPRENEURSHIPA-G01,POOL,program_core_electives list,,BUS-W212
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W313,3 credits,) P: BUS-W 235,required",KELLEY-MAJORENTREPRENEURSHIPA-G01,ANY_OF,"Major,Entrepreneurship and Corporate Innovation,BUS-W420,3 credits,Choose one of the following: ) P/C: BUS-W 313 Submit a Course Permission Form for W420 to request concurrent enrollment with BUS-W 313. BUS-W 409: Practicum in Entrepreneurship (3 credits) P: BUS-W313 and department consent An application is required for this course. See the Spine Sweat Experience for more information.,required",1.0,BUS-W409
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W313,3 credits,) P: BUS-W 235,required",KELLEY-MAJORENTREPRENEURSHIPA-G01,ANY_OF,"Major,Entrepreneurship and Corporate Innovation,BUS-W420,3 credits,Choose one of the following: ) P/C: BUS-W 313 Submit a Course Permission Form for W420 to request concurrent enrollment with BUS-W 313. BUS-W 409: Practicum in Entrepreneurship (3 credits) P: BUS-W313 and department consent An application is required for this course. See the Spine Sweat Experience for more information.,required",1.0,BUS-W313
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W313,3 credits,) P: BUS-W 235,required",KELLEY-MAJORENTREPRENEURSHIPA-G01,ANY_OF,"Major,Entrepreneurship and Corporate Innovation,BUS-W420,3 credits,Choose one of the following: ) P/C: BUS-W 313 Submit a Course Permission Form for W420 to request concurrent enrollment with BUS-W 313. BUS-W 409: Practicum in Entrepreneurship (3 credits) P: BUS-W313 and department consent An application is required for this course. See the Spine Sweat Experience for more information.,required",1.0,BUS-F317
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W313,3 credits,) P: BUS-W 235,required",KELLEY-MAJORENTREPRENEURSHIPA-G01,ANY_OF,"Major,Entrepreneurship and Corporate Innovation,BUS-W420,3 credits,Choose one of the following: ) P/C: BUS-W 313 Submit a Course Permission Form for W420 to request concurrent enrollment with BUS-W 313. BUS-W 409: Practicum in Entrepreneurship (3 credits) P: BUS-W313 and department consent An application is required for this course. See the Spine Sweat Experience for more information.,required",1.0,BUS-F370
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W313,3 credits,) P: BUS-W 235,required",KELLEY-MAJORENTREPRENEURSHIPA-G01,ANY_OF,"Major,Entrepreneurship and Corporate Innovation,BUS-W420,3 credits,Choose one of the following: ) P/C: BUS-W 313 Submit a Course Permission Form for W420 to request concurrent enrollment with BUS-W 313. BUS-W 409: Practicum in Entrepreneurship (3 credits) P: BUS-W313 and department consent An application is required for this course. See the Spine Sweat Experience for more information.,required",1.0,BUS-F304
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W313,3 credits,) P: BUS-W 235,required",KELLEY-MAJORENTREPRENEURSHIPA-G01,ANY_OF,"Major,Entrepreneurship and Corporate Innovation,BUS-W420,3 credits,Choose one of the following: ) P/C: BUS-W 313 Submit a Course Permission Form for W420 to request concurrent enrollment with BUS-W 313. BUS-W 409: Practicum in Entrepreneurship (3 credits) P: BUS-W313 and department consent An application is required for this course. See the Spine Sweat Experience for more information.,required",1.0,BUS-D411
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W313,3 credits,) P: BUS-W 235,required",KELLEY-MAJORENTREPRENEURSHIPA-G01,ANY_OF,"Major,Entrepreneurship and Corporate Innovation,BUS-W420,3 credits,Choose one of the following: ) P/C: BUS-W 313 Submit a Course Permission Form for W420 to request concurrent enrollment with BUS-W 313. BUS-W 409: Practicum in Entrepreneurship (3 credits) P: BUS-W313 and department consent An application is required for this course. See the Spine Sweat Experience for more information.,required",1.0,BUS-271
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W313,3 credits,) P: BUS-W 235,required",KELLEY-MAJORENTREPRENEURSHIPA-G01,ANY_OF,"Major,Entrepreneurship and Corporate Innovation,BUS-W420,3 credits,Choose one of the following: ) P/C: BUS-W 313 Submit a Course Permission Form for W420 to request concurrent enrollment with BUS-W 313. BUS-W 409: Practicum in Entrepreneurship (3 credits) P: BUS-W313 and department consent An application is required for this course. See the Spine Sweat Experience for more information.,required",1.0,BUS-272
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-J355,3 credits,) P: None,elective",KELLEY-MAJORENTREPRENEURSHIPA-G01,POOL,program_core_electives list,,BUS-M422
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-J355,3 credits,) P: None,elective",KELLEY-MAJORENTREPRENEURSHIPA-G01,POOL,program_core_electives list,,BUS-M370
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-J355,3 credits,) P: None,elective",KELLEY-MAJORENTREPRENEURSHIPA-G01,POOL,program_core_electives list,,BUS-M304
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-J355,3 credits,) P: None,elective",KELLEY-MAJORENTREPRENEURSHIPA-G01,POOL,program_core_electives list,,BUS-W326
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-J355,3 credits,) P: None,elective",KELLEY-MAJORENTREPRENEURSHIPA-G01,POOL,program_core_electives list,,BUS-Z355
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W 355,3 credits,) P: Sophomore standing,elective",KELLEY-MAJORENTREPRENEURSHIPA-G01,POOL,program_core_electives list,,BUS-W406
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W 355,3 credits,) P: Sophomore standing,elective",KELLEY-MAJORENTREPRENEURSHIPA-G01,POOL,program_core_electives list,,BUS-W212
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W 355,3 credits,) P: Sophomore standing,elective",KELLEY-MAJORENTREPRENEURSHIPA-G01,POOL,program_core_electives list,,BUS-W235
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W 355,3 credits,) P: Sophomore standing,elective",KELLEY-MAJORENTREPRENEURSHIPA-G01,POOL,program_core_electives list,,BUS-W409
KELLEY-MAJORENTREPRENEURSHIPA,"Major,Entrepreneurship and Corporate Innovation,BUS-W 355,3 credits,) P: Sophomore standing,elective",KELLEY-MAJORENTREPRENEURSHIPA-G01,POOL,program_core_electives list,,BUS-W313
