program_code,program_name,requirement_group_id,requirement_type,group_label,n_required,course_id
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,INFO-I346
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,INFO-I436
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,INFO-I437
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,INFO-I438
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,SOAD-C381
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,CSCI-B461
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,CSCI-C291
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,ENGR-E111
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,CSCI-C335
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,ENGR-E201
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,CSCI-P434
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,CSCI-P465
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,ENGR-E314
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,ENGR-E416
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,CSCI-B403
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,CSCI-B405
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,CSCI-B455
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,CSCI-B457
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,STAT-S420
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,STAT-S425
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,STAT-S426
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,STAT-S431
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,STAT-S440
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,STAT-S475
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,INFO-I368
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,INFO-I400
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,INFO-I421
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,INFO-I423
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,INFO-I427
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,INFO-I468
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,BUS-K353
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,ILS-Z221
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,INFO-I369
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,INFO-I469
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,SPH-M211
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,SPH-M310
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,CSCI-B351
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,CSCI-C200
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,SPH-C213
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,SPH-M418
LUDDY-DATASCIENCEBS,Data Science (B.S.),LUDDY-DATASCIENCEBS-G02,ANY_OF,Students must pick one of the following to fulfill the capstone for a total of 6 cr.,1.0,SPH-M423
LUDDY-EQUIVALENTHONORSVERSIO,** Equivalent honors versions of regular courses may substitute throughout the certificate or minor. **,LUDDY-EQUIVALENTHONORSVERSIO-G01,POOL,Unlabeled list,,INFO-I210
LUDDY-EQUIVALENTHONORSVERSIO,** Equivalent honors versions of regular courses may substitute throughout the certificate or minor. **,LUDDY-EQUIVALENTHONORSVERSIO-G01,POOL,Unlabeled list,,CSCI-C241
LUDDY-EQUIVALENTHONORSVERSIO,** Equivalent honors versions of regular courses may substitute throughout the certificate or minor. **,LUDDY-EQUIVALENTHONORSVERSIO-G01,POOL,Unlabeled list,,INFO-I201
LUDDY-EQUIVALENTHONORSVERSIO,** Equivalent honors versions of regular courses may substitute throughout the certificate or minor. **,LUDDY-EQUIVALENTHONORSVERSIO-G01,POOL,Unlabeled list,,INFO-I101
LUDDY-EQUIVALENTHONORSVERSIO,** Equivalent honors versions of regular courses may substitute throughout the certificate or minor. **,LUDDY-EQUIVALENTHONORSVERSIO-G01,POOL,Unlabeled list,,INFO-I202
LUDDY-EQUIVALENTHONORSVERSIO,** Equivalent honors versions of regular courses may substitute throughout the certificate or minor. **,LUDDY-EQUIVALENTHONORSVERSIO-G01,POOL,Unlabeled list,,INFO-I222
LUDDY-EQUIVALENTHONORSVERSIO,** Equivalent honors versions of regular courses may substitute throughout the certificate or minor. **,LUDDY-EQUIVALENTHONORSVERSIO-G01,POOL,Unlabeled list,,INFO-I211
LUDDY-EQUIVALENTHONORSVERSIO,** Equivalent honors versions of regular courses may substitute throughout the certificate or minor. **,LUDDY-EQUIVALENTHONORSVERSIO-G01,POOL,Unlabeled list,,INFO-I300
LUDDY-EQUIVALENTHONORSVERSIO,** Equivalent honors versions of regular courses may substitute throughout the certificate or minor. **,LUDDY-EQUIVALENTHONORSVERSIO-G01,POOL,Unlabeled list,,INFO-I308
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,ABEH-A101
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I216
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I411
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I414
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,ABEH-A400
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,BIOL-L453
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,BIOL-Z460
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,COGS-Q345
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,GEOG-G448
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I400
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I412
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,SPEA-E460
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,COGS-Q351
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-B351
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-B355
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,ENGR-E434
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,ENGR-E483
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,ENGR-E484
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I368
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I413
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I422
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-B453
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I304
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I442
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I443
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I444
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,GEOG-G336
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,GEOG-G436
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,GEOG-G438
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,GEOG-G439
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,GEOG-G478
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,GEOG-G488
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-P442
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,ENGR-E314
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,ENGR-E327
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I341
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I440
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-C323
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I342
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I370
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I426
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I436
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I437
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I438
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-B461
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-P462
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,INFO-I360
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-C200
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-C211
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-C212
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-C241
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-C335
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-C343
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-Y390
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-C200
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-C211
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-C241
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-A310
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-C343
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,DSCI-D321
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-B461
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,CSCI-P434
LUDDY-AMINIMUMGRADEOFCISREQU,A minimum grade of C- is required for a course to fulfill a requirement in the minor.,LUDDY-AMINIMUMGRADEOFCISREQU-G01,POOL,Unlabeled list,,DSCI-D351
